name,url,type,first_color,last_image_url
Reversible leather coat,https://us.maje.com/en/p/reversible-leather-coat/MFPOU01243_2517.html,coat,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwe83bccf9/images/packshot/Maje_MFPOU01243-2517_F_P.jpg?sw=1520&sh=2000
High-neck cashmere jumper,https://us.maje.com/en/p/high-neck-cashmere-jumper/MFPPU00841_0515.html,jumper,Red,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw1553213e/images/packshot/Maje_MFPPU00841-0515_F_P.jpg?sw=1520&sh=2000
Short cashmere jumper,https://us.maje.com/en/p/short-cashmere-jumper/MFPPU00829_0074.html,jumper,Violet,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw37b049a6/images/packshot/Maje_MFPPU00829-0074_F_P.jpg?sw=1520&sh=2000
Cashmere knit jumper,https://us.maje.com/en/p/cashmere-knit-jumper/MFPPU00842_0505.html,jumper,Grey,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwb3b59248/images/packshot/Maje_MFPPU00842-0505_F_P.jpg?sw=1520&sh=2000
Cashmere jumper,https://us.maje.com/en/p/cashmere-jumper/MFPPU00843_0856.html,jumper,Ecru,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw60ca577c/images/packshot/Maje_MFPPU00843-0856_F_P.jpg?sw=1520&sh=2000
Stripe print high-neck jumper,https://us.maje.com/en/p/stripe-print-high-neck-jumper/MFPPU00845_0303.html,jumper,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw7971bad8/images/packshot/Maje_MFPPU00845-0303_F_P.jpg?sw=1520&sh=2000
Crochet-knit maxi dress,https://us.maje.com/en/p/crochet-knit-maxi-dress-/MFPRO03713_10.html,dress,White,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw87c733a7/images/packshot/Maje_MFPRO03713-10_F_P.jpg?sw=1520&sh=2000
Ribbed vest top,https://us.maje.com/en/p/ribbed-vest-top/MFPTS00886_0020.html,top,Khaki,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwe7fb0969/images/packshot/Maje_MFPTS00886-0020_F_P.jpg?sw=1520&sh=2000
Short Clover motif dress,https://us.maje.com/en/p/short-clover-motif-dress/MFPRO03880_B053.html,dress,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw88946d06/images/packshot/Maje_MFPRO03880-B053_F_P.jpg?sw=1520&sh=2000
Dual-material faux fur jacket,https://us.maje.com/en/p/dual-material-faux-fur-jacket/MFPBL00755_0505.html,jacket,Grey,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw024a415a/images/packshot/Maje_MFPBL00755-0505_F_P.jpg?sw=1520&sh=2000
Asymmetrical long pleated skirt,https://us.maje.com/en/p/asymmetrical-long-pleated-skirt/MFPJU01355_2517.html,skirt,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw7ff73baa/images/packshot/Maje_MFPJU01355-2517_F_P.jpg?sw=1520&sh=2000
Pleated shirt,https://us.maje.com/en/p/pleated-shirt/MFPTO01086_2517.html,shirt,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwc69972cd/images/packshot/Maje_MFPTO01086-2517_F_P.jpg?sw=1520&sh=2000
Short pleated skirt,https://us.maje.com/en/p/short-pleated-skirt/MFPJU01357_2517.html,skirt,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw5ff7bd39/images/packshot/Maje_MFPJU01357-2517_F_P.jpg?sw=1520&sh=2000
Asymmetrical pleated short skirt,https://us.maje.com/en/p/asymmetrical-pleated-short-skirt/MFPJU01328_G005.html,skirt,Brown,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw4b8fbbb2/images/packshot/Maje_MFPJU01328-G005_F_P.jpg?sw=1520&sh=2000
Asymmetrical pleated skirt,https://us.maje.com/en/p/asymmetrical-pleated-skirt/MFPJU01317_0505.html,skirt,Grey,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwfb1736d1/images/packshot/Maje_MFPJU01317-0505_F_P.jpg?sw=1520&sh=2000
Cutaway taffeta dress,https://us.maje.com/en/p/cutaway-taffeta-dress/MFPRO03717_0020.html,dress,Khaki,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw2d8326c9/images/packshot/Maje_MFPRO03717-0020_F_P.jpg?sw=1520&sh=2000
Openwork shirt,https://us.maje.com/en/p/openwork-shirt/MFPCM00584_2517.html,shirt,Khaki,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw229dc578/images/hi-res/Maje_MFPCM00584-2517_F_7.jpg?sw=1520&sh=2000
Cropped shirt,https://us.maje.com/en/p/cropped-shirt/MFPCM00599_0103.html,shirt,Navy,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw5348adee/images/packshot/Maje_MFPCM00599-0103_F_P.jpg?sw=1520&sh=2000
Full long skirt,https://us.maje.com/en/p/full-long-skirt/MFPJU01347_0103.html,skirt,Navy,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw0006831f/images/packshot/Maje_MFPJU01347-0103_F_P.jpg?sw=1520&sh=2000
Openwork shirt,https://us.maje.com/en/p/openwork-shirt/MFPCM00584_0020.html,shirt,Khaki,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw2989ca43/images/packshot/Maje_MFPCM00584-0020_F_P.jpg?sw=1520&sh=2000
Cropped short-sleeves T-shirt,https://us.maje.com/en/p/cropped-short-sleeves-t-shirt/MFPTS00868_D009.html,t-shirt,Navy,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw49c79acc/images/packshot/Maje_MFPTS00868-D009_F_P.jpg?sw=1520&sh=2000
Suit jacket,https://us.maje.com/en/p/suit-jacket/MFPVE00604_U017.html,jacket,Brown,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwa68f1637/images/packshot/Maje_MFPVE00604-U017_F_P.jpg?sw=1520&sh=2000
Velour cargo trousers,https://us.maje.com/en/p/velour-cargo-trousers/MFPPA00674_0103.html,trousers,Ecru,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwd9ccbcc7/images/packshot/Maje_MFPPA00674-0103_F_P.jpg?sw=1520&sh=2000
