Name,Type,URL,Image_URL,Second_Image_URL,Color
Ami de Coeur Sweatshirt,Sweatshirt,https://www.amiparis.com/en-us/products/lilac-cotton-ami-de-coeur-sweatshirt-usw040je0091504,https://www.amiparis.com/cdn/shop/files/f3f5e90805e111a4dc3873d5ac965e1a_5cf55498-7071-4d6a-8058-10a5703c598c.jpg?v=1732871052&width=500,https://www.amiparis.com/cdn/shop/files/1358a771215bf9001eb1dbd536a1a3fa_06ba5ca4-25a5-4904-98c1-210d6772bacc.jpg?v=1732871052&width=2560,LILAC
Large Fit Jeans,Jeans,https://www.amiparis.com/en-us/products/blue-denim-large-fit-jeans-ftr450de0031480,https://www.amiparis.com/cdn/shop/files/cf6202438cfa530d357900f6ca382dcc_f445ed0a-a75d-4307-9d66-1b811bf50196.jpg?v=1732841219&width=500,https://www.amiparis.com/cdn/shop/files/e8ea2dff560abf3e18a9270e3c3de8d5.jpg?v=1732841219&width=2560,USED BLUE
Red Ami de Coeur Sweater,Sweater,https://www.amiparis.com/en-us/products/camel-wool-red-ami-de-coeur-sweater-uks006018289,https://www.amiparis.com/cdn/shop/files/bb7ad61775a3ae0c6fe7829f074f5040_c726b3c3-b3bf-40f5-a60a-b5736c5af8b8.jpg?v=1732873542&width=500,https://www.amiparis.com/cdn/shop/files/8871eb9b320568e1c227cb481a93bbf0_03d55acf-2a06-49bb-b527-4ae97c8458c0.jpg?v=1732873542&width=2560,CAMEL/RED
Red Ami de Coeur Cardigan,Cardigan,https://www.amiparis.com/en-us/products/camel-wool-red-ami-de-coeur-cardigan-ukc006018289,https://www.amiparis.com/cdn/shop/files/20525ffc612f8edff00c3836a7e00d56_279b0ee5-e05f-4492-9f60-526e93568942.jpg?v=1732843155&width=500,https://www.amiparis.com/cdn/shop/files/80fe9ead0c4723bb0c4918c14789fa84_e4488195-280d-419f-86be-c6f9101e3ffc.jpg?v=1732843155&width=2560,CAMEL/RED
Red Ami de Coeur Sweater,Sweater,https://www.amiparis.com/en-us/products/camel-wool-red-ami-de-coeur-sweater-uks406018289,https://www.amiparis.com/cdn/shop/files/97520316986bd56c03d7aee23d28e878.jpg?v=1732851723&width=500,https://www.amiparis.com/cdn/shop/files/1777030748fddf421c348a1a3d26df4c_099b8513-8686-4ce7-a08c-38622f7c1ecc.jpg?v=1732851723&width=2560,CAMEL/RED
Hooded Vareuse,Vareuse,https://www.amiparis.com/en-us/products/beige-cotton-hooded-vareuse-ujk104co0081998,https://www.amiparis.com/cdn/shop/files/5a439f804d18fdef4a3153f3b91c872c_cb0fe40c-fd95-4929-a2a4-d43ce4bdd89c.jpg?v=1732840449&width=500,https://www.amiparis.com/cdn/shop/files/d5356a5abfa39890df5d921d2400407c_051c924f-5205-4daf-9788-341d4b8284d7.jpg?v=1732840449&width=2560,SAND/ LIGHT BEIGE
Embossed Ami de Coeur Funnel Neck Sweater,Sweater,https://www.amiparis.com/en-us/products/nude-wool-embossed-ami-de-coeur-funnel-neck-sweater-uks444kn0028264,https://www.amiparis.com/cdn/shop/files/efa041c450d3f59b7b81192250341a51_44bad4de-b0f5-4dd0-8bba-ca9f41f3d54a.jpg?v=1732873849&width=500,https://www.amiparis.com/cdn/shop/files/7d894c27aa9418d15e9238b802315522_93bf932d-081e-4840-8cc2-0408651675a3.jpg?v=1732873849&width=2560,NUDE
Embossed Ami de Coeur V Neck Sweater,Sweater,https://www.amiparis.com/en-us/products/nude-wool-embossed-ami-de-coeur-v-neck-sweater-uks244kn0028264,https://www.amiparis.com/cdn/shop/files/d6cd24f0801fd30a1d96b164b73ed10a_7cf7b346-5f98-46c2-b95b-5e4a5874e22a.jpg?v=1732842668&width=500,https://www.amiparis.com/cdn/shop/files/5cb482730217e6a8fba3fd58f6b3b59e_62779919-9798-4544-8550-300db15a11c0.jpg?v=1732842668&width=2560,NUDE
Classic Fit Shirt,Shirt,https://www.amiparis.com/en-us/products/beige-cotton-classic-fit-shirt-ush060co0089255,https://www.amiparis.com/cdn/shop/files/991ca63bb6f103ac4d8f928798f78848_ff9552bf-38b2-4c6e-abf1-ead66127e3c2.jpg?v=1732869737&width=500,https://www.amiparis.com/cdn/shop/files/0884d88682b5316ba5cf988fed08aee5_4ccbc175-3548-4ca1-bc53-9e3091685379.jpg?v=1732869737&width=2560,SAND
Boxy Fit Shirt,Shirt,https://www.amiparis.com/en-us/products/beige-cotton-boxy-fit-shirt-ush176co0063255,https://www.amiparis.com/cdn/shop/files/f3804773bbdf9c81bb5a5c867a59039e.jpg?v=1732873312&width=500,https://www.amiparis.com/cdn/shop/files/4d869a631577c054eb9e0f0ec25856fb_796b2e44-69df-43e4-963b-8aaaa62e718c.jpg?v=1732873312&width=2560,SAND
Flare Fit Trousers,Trousers,https://www.amiparis.com/en-us/products/beige-cotton-flare-fit-trousers-ftr420co0082255,https://www.amiparis.com/cdn/shop/files/699f7dc0c75fb02c36178430949393f4_12fcb625-273f-488c-9bae-10190748cc71.jpg?v=1732843058&width=500,https://www.amiparis.com/cdn/shop/files/a230128a96ff9b96c8ce433067ff3680.jpg?v=1732843058&width=2560,SAND
Belted Mac,Mac,https://www.amiparis.com/en-us/products/beige-cotton-belted-mac-fjk515co0081998,https://www.amiparis.com/cdn/shop/files/0abec4386b8a833cd18a780dbf9c6415_f0be8887-1aec-4ddc-b068-9713f0b46703.jpg?v=1732843727&width=500,https://www.amiparis.com/cdn/shop/files/a8d922ddc1b1caf0262c31bfd4901d3d_28df6554-d4ee-422d-ada8-28f017aa52b0.jpg?v=1732843727&width=2560,SAND/ LIGHT BEIGE
Shearling Crew Neck Sweater,Sweater,https://www.amiparis.com/en-us/products/beige-wool-shearling-crew-neck-sweater-uks056kn00512009,https://www.amiparis.com/cdn/shop/files/d3e60f6a23e5a257b35677f869b9ece0_4c1fb523-0faa-491a-b408-d7827ae64c24.jpg?v=1732873385&width=500,https://www.amiparis.com/cdn/shop/files/9a9d463e01b7a6cfe2dc873d9395246c_7a3cc0dd-f6fc-472a-977f-4a840ce0d661.jpg?v=1732873385&width=2560,LIGHT SAND/OFF WHITE
Short With Pannels,Pannels,https://www.amiparis.com/en-us/products/beige-wool-short-with-pannels-fso508wv0026255,https://www.amiparis.com/cdn/shop/files/48c530dedf6761cde1a2582110cd2d55_ef94b788-92ed-4538-80d2-f5b5ec527e7d.jpg?v=1732840535&width=500,https://www.amiparis.com/cdn/shop/files/2891b34ef310cce4bae6752a11dc9ec8_1ab40e6f-d1a5-4c9d-a9ad-e6a8b8578258.jpg?v=1732840535&width=2560,SAND
Button-Down Ami de Coeur Shirt,Shirt,https://www.amiparis.com/en-us/products/blue-cotton-button-down-ami-de-coeur-shirt-ush063de0032480,https://www.amiparis.com/cdn/shop/files/5fb3143160df129dc02f1b66ade5ac3d_1b30383c-8522-409a-b4e0-56469a042f81.jpg?v=1732874170&width=500,https://www.amiparis.com/cdn/shop/files/b7a5a0f19d7ae83494d91219307c2f2f_db1b2ef9-9047-4638-aba2-eb39a075e013.jpg?v=1732874170&width=2560,USED BLUE
Sailor Crew Neck Sweater,Sweater,https://www.amiparis.com/en-us/products/blue-cotton-sailor-crew-neck-sweater-fks039kn00554011,https://www.amiparis.com/cdn/shop/files/79314c52171cec344b4fb7bd4409b5fb_63bb2964-0f1b-4e4d-905e-7a78c4164687.jpg?v=1732843552&width=500,https://www.amiparis.com/cdn/shop/files/aa3c758dbee05db73569ae7d1d57c3c8_b86cde28-e0a5-49b7-a12e-580b33061f18.jpg?v=1732843553&width=2560,NAVY BLUE
Alpaca Mohair Brushed Argyle Sweater,Sweater,https://www.amiparis.com/en-us/products/brown-wool-alpaca-mohair-brushed-argyle-sweater-fks047kn00582013,https://www.amiparis.com/cdn/shop/files/3c8a6947f5f9a5bc21ba2c7015a15f35_5d5fcae1-70b0-457c-8db8-87f71ed3b8d3.jpg?v=1732869925&width=500,https://www.amiparis.com/cdn/shop/files/c7ac831f9cd8cfed4602a450b5d8c579.jpg?v=1732869925&width=2560,FAWN/ANTIQUE CLAY
Alpaca Mohair Brushed Sweater,Sweater,https://www.amiparis.com/en-us/products/brown-wool-alpaca-mohair-brushed-sweater-fks447kn0056219,https://www.amiparis.com/cdn/shop/files/e6dfe10252b26c8e762b380d253aa1c0.jpg?v=1732869867&width=500,https://www.amiparis.com/cdn/shop/files/60723a293309b2ce41241bf9a413cb71.jpg?v=1732869867&width=2560,FAWN
Shearling Top,Top,https://www.amiparis.com/en-us/products/brown-leather-shearling-top-ftp105lh0039219,https://www.amiparis.com/cdn/shop/files/c7aa88d998ac484218054a8dcb53c8fb_c65f17a3-887a-409b-827e-bb399cf6dd68.jpg?v=1732843691&width=500,https://www.amiparis.com/cdn/shop/files/8d150be52c88b1ecddd8151f9c78fa08_38147ee1-a935-4a57-9a55-e0cec6164b2e.jpg?v=1732843691&width=2560,FAWN
High Collar Shirt,Shirt,https://www.amiparis.com/en-us/products/black-nylon-high-collar-shirt-ush107pa0007001,https://www.amiparis.com/cdn/shop/files/37a8bbe7f811d6e67e3868b4e4b810d2_ed0cd029-b673-47b7-b6a2-1e017079e450.jpg?v=1732873890&width=500,https://www.amiparis.com/cdn/shop/files/35211fe1ad43ea1e4053fbf09ec51477_d228a509-a87f-4e27-9a1e-66db5574563d.jpg?v=1732873890&width=2560,BLACK
Ami de Coeur T-shirt,T-shirt,https://www.amiparis.com/en-us/products/black-cotton-ami-de-coeur-t-shirt-uts040je0090001,https://www.amiparis.com/cdn/shop/files/936e8ea790f42be3ad10c4c4abb4e8eb.jpg?v=1732873443&width=500,https://www.amiparis.com/cdn/shop/files/55c5a8bdd7e637435852ca26c30601cc_62cde26a-7aa9-45ce-9039-68e88a4120f3.jpg?v=1732873443&width=2560,BLACK
Ami de Coeur Down Jacket,Jacket,https://www.amiparis.com/en-us/products/brown-technical-canvas-ami-de-coeur-down-jacket-fjk413pa0009221,https://www.amiparis.com/cdn/shop/files/d8244367eb55d59940f2c7c7a6f911e0_936a0dea-779d-4239-a020-3e46719f698d.jpg?v=1732843492&width=500,https://www.amiparis.com/cdn/shop/files/3584d9019397f7d8f41ca4512b015b63.jpg?v=1732843492&width=2560,DARK COFFEE
Alpaca Mohair Brushed Sweater,Sweater,https://www.amiparis.com/en-us/products/black-wool-alpaca-mohair-brushed-sweater-fks447kn0056001,https://www.amiparis.com/cdn/shop/files/99b314fe506db41ffea35ad3a2eb072e.jpg?v=1732843180&width=500,https://www.amiparis.com/cdn/shop/files/b933cb5c1db1052362a3dbfa416ff377.jpg?v=1732843180&width=2560,BLACK
Mini Skirt,Skirt,https://www.amiparis.com/en-us/products/black-cotton-mini-skirt-fsk035co0037001,https://www.amiparis.com/cdn/shop/files/28fd0b8c6e56645c94a8a48595ab45df.jpg?v=1732840727&width=500,https://www.amiparis.com/cdn/shop/files/54d008206280e82ee17b8fca1ae47621.jpg?v=1732840727&width=2560,BLACK
Classic Fit Jeans,Jeans,https://www.amiparis.com/en-us/products/black-cotton-classic-fit-jeans-ftr031co0037001,https://www.amiparis.com/cdn/shop/files/c8515764b11ce7817911440d6cbd8455.jpg?v=1732840377&width=500,https://www.amiparis.com/cdn/shop/files/bff3dc7d8780ac2979af95b063a61745.jpg?v=1732840377&width=2560,BLACK
Argyle Double Crewneck Sweater,Sweater,https://www.amiparis.com/en-us/products/nude-wool-argyle-double-crewneck-sweater-uks044kn00572022,https://www.amiparis.com/cdn/shop/files/3497d21527673f1cec886fd2cfaae0cf_829b19c1-a1da-461d-b8cf-7f77bd63c542.jpg?v=1732869559&width=500,https://www.amiparis.com/cdn/shop/files/e1508887dcac3a415e42c6f4b0347d4e_f39926ce-e9e9-4785-b924-ba81ebc63c59.jpg?v=1732869559&width=2560,NUDE/NAVY/GREEN AQUA
Argyle Sleeveless Sweater,Sweater,https://www.amiparis.com/en-us/products/nude-wool-argyle-sleeveless-sweater-fks744kn00572022,https://www.amiparis.com/cdn/shop/files/f92033841470c2bb34bdaf9d2f48d610_288b069b-4b3a-41fc-858a-2a8a1a972734.jpg?v=1732840280&width=500,https://www.amiparis.com/cdn/shop/files/42fe0fff2d6bffa20a54cd3fa742a7b6_73e474ff-7c06-458a-9203-35e57d4aa4e1.jpg?v=1732840280&width=2560,NUDE/NAVY/GREEN AQUA
Cargo Trousers,Trousers,https://www.amiparis.com/en-us/products/blue-wool-cargo-trousers-ftr305wv00184011,https://www.amiparis.com/cdn/shop/files/5bdf23b789377a23bbbbfd460b42f91e_baddff44-cb5c-4c64-806e-1125b811e321.jpg?v=1732840398&width=500,https://www.amiparis.com/cdn/shop/files/3ec07af533a25fe0b1f322683b3dd6f3.jpg?v=1732840398&width=2560,NAVY BLUE
Cashmere Ami de Coeur Crew Neck Sweater,Sweater,https://www.amiparis.com/en-us/products/blue-cashmere-cashmere-ami-de-coeur-crew-neck-sweater-fks0570054011,https://www.amiparis.com/cdn/shop/files/12912943b5cc7eddb2e872c477283c69_4db3efc0-2859-4582-bb0e-9ae7d9e5eba2.jpg?v=1732843453&width=500,https://www.amiparis.com/cdn/shop/files/1d987cee80c777397c794d997011695e_7224be32-1879-4f27-aba7-16e360026573.jpg?v=1732843453&width=2560,NAVY BLUE
Cashmere Ami de Coeur Turtle Neck Sweater,Sweater,https://www.amiparis.com/en-us/products/blue-cashmere-cashmere-ami-de-coeur-turtle-neck-sweater-fks4570054011,https://www.amiparis.com/cdn/shop/files/bdc5031251407ff2a13c7ceff764688c_18ee1095-936c-4087-8767-bb0ad2207bc7.jpg?v=1732843537&width=500,https://www.amiparis.com/cdn/shop/files/a0f035fa3af474f935ff92e69cd4031c_9390aea0-631d-4c3b-9ad3-1d657396d037.jpg?v=1732843537&width=2560,NAVY BLUE
Cashmere Ami de Coeur Cardigan,Cardigan,https://www.amiparis.com/en-us/products/blue-cashmere-cashmere-ami-de-coeur-cardigan-fkc1570054011,https://www.amiparis.com/cdn/shop/files/c062ef11b10ffeab0ade6caed5de12a1.jpg?v=1732843398&width=500,https://www.amiparis.com/cdn/shop/files/39c679d8d955196ed8cf3d85ab2b323e.jpg?v=1732843398&width=2560,NAVY BLUE
Long Pintuck Shirt,Shirt,https://www.amiparis.com/en-us/products/blue-wool-long-pintuck-shirt-ush512wv00264011,https://www.amiparis.com/cdn/shop/files/bf53ead8121e3e56f3805eb094eb04b9.jpg?v=1732873299&width=500,https://www.amiparis.com/cdn/shop/files/96d1faff90bdc84ee2034a897b8aeb87_0ef55c2f-74ba-4f68-ba9a-b77933a8d795.jpg?v=1732873299&width=2560,NAVY BLUE
Tonal Ami de Coeur Polo,Polo,https://www.amiparis.com/en-us/products/blue-wool-tonal-ami-de-coeur-polo-fpl041kn0039430,https://www.amiparis.com/cdn/shop/files/8b8fcbd120bbd4eb5c1be9bc58aa82aa_cf178c5a-658d-4547-9e97-63ed75a1968b.jpg?v=1732851536&width=500,https://www.amiparis.com/cdn/shop/files/95ffc1be7c919313e366405d55b44774_f25db82d-c626-4f7d-8fa2-63800433afac.jpg?v=1732851536&width=2560,NIGHT BLUE
Navy Cotton Ami de Coeur Polo Shirt,Shirt,https://www.amiparis.com/en-us/products/blue-cotton-ami-de-coeur-polo-shirt-bfupl001760430,https://www.amiparis.com/cdn/shop/files/37e03b6bc1aa7a6a338754a9ddb9cd47_af4ce613-1e41-42db-8cc8-cb23b1a78d3a.jpg?v=1732851508&width=500,https://www.amiparis.com/cdn/shop/files/49da79d3011e2aff1a45e05149f141a8_ba5c7803-c503-484b-aed1-a4a36cf06b9e.jpg?v=1732851508&width=2560,NIGHT BLUE
Red Ami de Coeur Turtle Neck Sweater,Sweater,https://www.amiparis.com/en-us/products/black-wool-red-ami-de-coeur-turtle-neck-sweater-fks411kn0025001,https://www.amiparis.com/cdn/shop/files/57dfe1adf9a4402c5c0599b4d93f0a60_a26f86ce-dde0-4a60-b6c2-c2ebdb347112.jpg?v=1732842900&width=500,https://www.amiparis.com/cdn/shop/files/77a2c49a664137a8f276bc69ee1d3f2e.jpg?v=1732842900&width=2560,BLACK
Red Ami de Coeur Turtle Neck Sweater,Sweater,https://www.amiparis.com/en-us/products/blue-wool-red-ami-de-coeur-turtle-neck-sweater-fks411kn0025430,https://www.amiparis.com/cdn/shop/files/0cba429584b98bff9709c6b1e63e417d_64a07080-e417-4340-8ff9-9b1f3f9cc8bb.jpg?v=1732842676&width=500,https://www.amiparis.com/cdn/shop/files/011106bbe1ce08c228cce5387094559a.jpg?v=1732842676&width=2560,NIGHT BLUE
Short Shearling Collar Jacket,Jacket,https://www.amiparis.com/en-us/products/brown-wool-short-shearling-collar-jacket-fjk269wv0049221,https://www.amiparis.com/cdn/shop/files/7eaa7bce09c11fa6b9cf82111e7a3cc7_007e0259-bb52-47c2-a2f4-9c22ed3b9901.jpg?v=1732843418&width=500,https://www.amiparis.com/cdn/shop/files/ca10108b52a0efa2afba7e397beb3828_ff554412-4f10-42fb-8fb3-3d0770efb5c9.jpg?v=1732843418&width=2560,DARK COFFEE
Short Oversize Coat,Coat,https://www.amiparis.com/en-us/products/brown-wool-short-oversize-coat-fco218wv00542004,https://www.amiparis.com/cdn/shop/files/f94c2ccde0d6f517b61b8dc0b63e5851_610857d9-ebd0-4ee8-8520-600e38e8b382.jpg?v=1732843318&width=500,https://www.amiparis.com/cdn/shop/files/22f380643306fd0bbb0880492c66c520_2abee916-e9ae-4631-b743-c8ddc5b85107.jpg?v=1732843318&width=2560,DARK COFFEE/ OFF WHITE
High Collar Coat,Coat,https://www.amiparis.com/en-us/products/brown-wool-high-collar-coat-fco008wv00542004,https://www.amiparis.com/cdn/shop/files/251ee8506348aeed6aaa4773fa304fc4_a918145d-fe51-477c-9861-0ed011e0d41f.jpg?v=1732871976&width=500,https://www.amiparis.com/cdn/shop/files/e2f8b84363df92cc36adfa881b0b6b93.jpg?v=1732871976&width=2560,DARK COFFEE/ OFF WHITE
Military Jacket,Jacket,https://www.amiparis.com/en-us/products/grey-wool-military-jacket-fjk267wv0058061,https://www.amiparis.com/cdn/shop/files/e92c806c421404b704866000da704635_8a4f7cab-a93e-4886-969d-bc8adeb8d8a1.jpg?v=1732869368&width=500,https://www.amiparis.com/cdn/shop/files/a7077f30eebc09581ae125556a57b810_b95d51da-7938-492e-9770-b2b3bf4ed1a7.jpg?v=1732869368&width=2560,DARK GREY
Off-White Ami de Coeur Polo,Polo,https://www.amiparis.com/en-us/products/grey-wool-off-white-ami-de-coeur-polo-upl325kn0032061,https://www.amiparis.com/cdn/shop/files/ea1eda7538945ce69170d3818537c4c8_f99a94d7-f036-40a1-97d5-7f8ae5ec2497.jpg?v=1732840431&width=500,https://www.amiparis.com/cdn/shop/files/ec30abe36a27f6dd96b8c15db3b074a7_5426752e-343e-4155-ab5a-b7c877727fdb.jpg?v=1732840431&width=2560,DARK GREY
Ami Alexandre Mattiussi Raincoat,Raincoat,https://www.amiparis.com/en-us/products/black-nylon-ami-alexandre-mattiussi-raincoat-ujk542pa0007001,https://www.amiparis.com/cdn/shop/files/3071b17aa81faffc5bbd54e470e4cacc_34b94bbd-0bcf-4735-9369-1e9d3e95a497.jpg?v=1732874271&width=500,https://www.amiparis.com/cdn/shop/files/b7866fc5a5b95e47238e3d1a47c2abee_95b97393-e346-4add-8f7f-79fa49d1a9f3.jpg?v=1732874271&width=2560,BLACK
Ami de Coeur Down Jacket,Jacket,https://www.amiparis.com/en-us/products/black-technical-canvas-ami-de-coeur-down-jacket-fjk413pa0009001,https://www.amiparis.com/cdn/shop/files/1f8dc2b9434f805e3cb8248bb5fc9b01.jpg?v=1732843219&width=500,https://www.amiparis.com/cdn/shop/files/c6c8c3329936430117c77726f2434112.jpg?v=1732843219&width=2560,BLACK
Red Ami de Coeur Hoodie,Hoodie,https://www.amiparis.com/en-us/products/blue-cotton-red-ami-de-coeur-hoodie-usw2357304012,https://www.amiparis.com/cdn/shop/files/dc08cdba4f9402260ad9e23ec28a754f_c1c9610f-4cee-4632-8459-f272bb492984.jpg?v=1732874631&width=500,https://www.amiparis.com/cdn/shop/files/03826aed0af49f7de5040758a8c79dd0_7c05fdd7-3308-4cfc-98b6-b7e1e6df1712.jpg?v=1732874631&width=2560,CLAY BLUE
Red Ami de Coeur Sweatshirt,Sweatshirt,https://www.amiparis.com/en-us/products/blue-cotton-red-ami-de-coeur-sweatshirt-usw0357304012,https://www.amiparis.com/cdn/shop/files/d9a3707f74ac7ddc938f8cb843dbbcb2_aef12471-ce76-4750-b65b-2be5eb31f69f.jpg?v=1732874115&width=500,https://www.amiparis.com/cdn/shop/files/38673053f0760a907c3b5a23d9bad02a_7355c032-6504-4ad2-a6a8-d1a73611aa26.jpg?v=1732874115&width=2560,CLAY BLUE
Red Ami de Coeur T-shirt,T-shirt,https://www.amiparis.com/en-us/products/blue-cotton-red-ami-de-coeur-t-shirt-uts0357244012,https://www.amiparis.com/cdn/shop/files/53128bb0f4ed62b4351bc5c031ced321_c41d5e15-7bb2-4e13-a564-c79bc4cfa41c.jpg?v=1732874348&width=500,https://www.amiparis.com/cdn/shop/files/c7a1f309fd4604cc093a6653cab745fe_8516af7a-ea15-4869-a8c2-8af9830133eb.jpg?v=1732874348&width=2560,CLAY BLUE
Ami de Coeur Hoodie,Hoodie,https://www.amiparis.com/en-us/products/blue-cotton-ami-de-coeur-hoodie-usw2277494012,https://www.amiparis.com/cdn/shop/files/03c9d434cec9db492e47dd19c87a8685.jpg?v=1732872047&width=500,https://www.amiparis.com/cdn/shop/files/d824cb1b487737737374753b3ab7f4ca_d95e1ea4-6c50-436f-b285-5345352121e2.jpg?v=1732872047&width=2560,CLAY BLUE
Ami de Coeur Sweatshirt,Sweatshirt,https://www.amiparis.com/en-us/products/blue-cotton-ami-de-coeur-sweatshirt-usw0277494012,https://www.amiparis.com/cdn/shop/files/c3a151d881999fdeeb88d62391fac532_6e3af699-fcb4-48f4-9de0-b8d54eb00b0e.jpg?v=1732874037&width=500,https://www.amiparis.com/cdn/shop/files/57dfbec4472dc9fa006322b03167830d_b357aa0d-28e4-4b38-bfe4-6ca1a4a913b8.jpg?v=1732874037&width=2560,CLAY BLUE
Ami de Coeur T-shirt,T-shirt,https://www.amiparis.com/en-us/products/blue-cotton-ami-de-coeur-t-shirt-uts0277264012,https://www.amiparis.com/cdn/shop/files/6fd081fa6665daaec7eae8523a73af76.jpg?v=1732874339&width=500,https://www.amiparis.com/cdn/shop/files/b98e3309407187e0cc890db0ece37e13_abd201e8-7ec8-4a6c-8c40-54a19d65c3d1.jpg?v=1732874339&width=2560,CLAY BLUE
Ami de Coeur Down Jacket,Jacket,https://www.amiparis.com/en-us/products/beige-technical-canvas-ami-de-coeur-down-jacket-fjk413pa0009255,https://www.amiparis.com/cdn/shop/files/ea57cf88c369fe1b593e421c3a21b991_7abf36a5-db10-4226-a293-a534f85370d3.jpg?v=1732840555&width=500,https://www.amiparis.com/cdn/shop/files/5b333a62a94e5903be179890020070b8_4880ed01-c839-4cbd-a7b3-6d518443cd79.jpg?v=1732840555&width=2560,SAND
Short Jacket,Jacket,https://www.amiparis.com/en-us/products/beige-cotton-short-jacket-fjk069co0081998,https://www.amiparis.com/cdn/shop/files/9c529a66f5c3a9c7315111328cb9e7a2.jpg?v=1732843384&width=500,https://www.amiparis.com/cdn/shop/files/11dee09d319b84e9c85b3ff3a165c8be.jpg?v=1732843384&width=2560,SAND/ LIGHT BEIGE
Cable Knit Cardigan,Cardigan,https://www.amiparis.com/en-us/products/camel-wool-cable-knit-cardigan-fkc013kn0013280,https://www.amiparis.com/cdn/shop/files/7d8b0566bfc958bae27ab960426f3346_53d9a3a2-fc2f-4ee2-a496-a36b010acca0.jpg?v=1732843286&width=500,https://www.amiparis.com/cdn/shop/files/c7e6df350c883fdf077491c7c543a08c_ab2e7be0-e337-4571-b1fd-ca2b3fad7b64.jpg?v=1732843286&width=2560,CAMEL
Ribbed Cardigan,Cardigan,https://www.amiparis.com/en-us/products/brown-wool-ribbed-cardigan-ukc056kn00512008,https://www.amiparis.com/cdn/shop/files/86732ac4cc9b6baacd051b51ff60cd5f_60678935-b70f-4448-85c3-a993f5ebd7fc.jpg?v=1732873228&width=500,https://www.amiparis.com/cdn/shop/files/60288268c078fee7d20ae71a5b3cf6c7_660ead89-f3de-4542-adca-7bb4e02b3e15.jpg?v=1732873228&width=2560,DARK COFFE/LIGHT SAND
Alpaca Mohair Ribbed Sweater,Sweater,https://www.amiparis.com/en-us/products/beige-wool-alpaca-mohair-ribbed-sweater-uks031kn0054250,https://www.amiparis.com/cdn/shop/files/f58a6b05e866a270197ba570f23501b9_bf6cb04d-2970-46b8-ae9f-b88ecdb4b1f8.jpg?v=1732868992&width=500,https://www.amiparis.com/cdn/shop/files/7b508f8130753a9dd72d155c35647f68_069bed2f-a54f-4fb8-92ac-3f25e90ee523.jpg?v=1732868992&width=2560,BEIGE
Large Fit Jeans,Jeans,https://www.amiparis.com/en-us/products/white-cotton-large-fit-jeans-ftr450co0037150,https://www.amiparis.com/cdn/shop/files/b4274ec444a79682d0d8d0b5a9efbc26.jpg?v=1732840910&width=500,https://www.amiparis.com/cdn/shop/files/4e6b05277579420a5425adffc36e6aef.jpg?v=1732840910&width=2560,OFF WHITE
Off-White Ami de Coeur Crew Neck Sweater,Sweater,https://www.amiparis.com/en-us/products/green-wool-off-white-ami-de-coeur-crew-neck-sweater-uks025kn00324013,https://www.amiparis.com/cdn/shop/files/a046ae27cecca272905fadfe952deeef.jpg?v=1732870067&width=500,https://www.amiparis.com/cdn/shop/files/95457692ba89602ecd4e6d54fdf9ab1b_68b17d1f-2f9b-403a-b037-382758d0fa65.jpg?v=1732870067&width=2560,ANTIQUE CLAY
Off-White Ami de Coeur Polo,Polo,https://www.amiparis.com/en-us/products/green-wool-off-white-ami-de-coeur-polo-upl325kn00324013,https://www.amiparis.com/cdn/shop/files/4553c0ccd6f0d604b841b8c49925cd20_60407d35-8f86-4020-bf04-f6d63a2dd94d.jpg?v=1732840423&width=500,https://www.amiparis.com/cdn/shop/files/e4ec0f13730c709b1ac3552b7fa73e7f_47dc394c-cbd2-4b8a-9de5-27034541da1a.jpg?v=1732840423&width=2560,ANTIQUE CLAY
Ami de Coeur Hoodie,Hoodie,https://www.amiparis.com/en-us/products/green-cotton-ami-de-coeur-hoodie-usw240je00914013,https://www.amiparis.com/cdn/shop/files/dac3385ba6297b029f629f41148f0b05_6a7f94bc-8664-4719-bad0-e9933656a4dc.jpg?v=1732874305&width=500,https://www.amiparis.com/cdn/shop/files/14aa00e3e5bf565b9ac4b5ee2e4cc84a_99f95b74-9b68-43dc-a6c9-4b91756e578d.jpg?v=1732874305&width=2560,ANTIQUE CLAY
Ami Alexandre Mattiussi Sweatshirt,Sweatshirt,https://www.amiparis.com/en-us/products/green-cotton-ami-alexandre-mattiussi-sweatshirt-usw0247474013,https://www.amiparis.com/cdn/shop/files/6939751a0fa71274491880338e6c5896_284699a7-28b8-426c-8d98-1734d561bbf9.jpg?v=1732872243&width=500,https://www.amiparis.com/cdn/shop/files/7c6ed590a8fb09f8a34979e0bb7e82df_3b4b97d1-4856-4941-ae12-752854f2903f.jpg?v=1732872243&width=2560,ANTIQUE CLAY
Ami Alexandre Mattiussi T-shirt,T-shirt,https://www.amiparis.com/en-us/products/green-cotton-ami-alexandre-mattiussi-t-shirt-uts0247264013,https://www.amiparis.com/cdn/shop/files/c75ed264cd0010b29a64627b58d3cdfa_11a44110-8631-41a3-b052-8f2768374764.jpg?v=1732872292&width=500,https://www.amiparis.com/cdn/shop/files/072ce3fc0b8b6e209f5d80e0a3d20aa5_17f4e7e9-c21b-4da3-84ee-b2eb1217a463.jpg?v=1732872292&width=2560,ANTIQUE CLAY
