name,url,type
Short pleated tweed skirt,https://us.maje.com/en/p/short-pleated-tweed-skirt/MFPJU01327_0101.html,skirt
Short tweed dress,https://us.maje.com/en/p/short-tweed-dress/MFPRO03802_0101.html,dress
Short tweed jacket,https://us.maje.com/en/p/short-tweed-jacket/MFPVE00623_2517.html,jacket
Tweed jacket,https://us.maje.com/en/p/tweed-jacket/MFPVE00600_0101.html,jacket
Short rhinestone dress,https://us.maje.com/en/p/short-rhinestone-dress/MFPRO03904_2517.html,dress
Tweed trouser suit,https://us.maje.com/en/p/tweed-trouser-suit/MFPCO00342_2517.html,suit
Satin jacket,https://us.maje.com/en/p/satin-jacket/MFPBL00732_2517.html,jacket
Short ruffled dress,https://us.maje.com/en/p/short-ruffled-dress/MFPRO03885_0103.html,dress
Short smocked dress,https://us.maje.com/en/p/short-smocked-dress/MFPRO03887_2517.html,dress
Satin pinafore dress,https://us.maje.com/en/p/satin-pinafore-dress/MFPRO03736_2517.html,dress
Strappy top,https://us.maje.com/en/p/strappy-top-/MFPTO01025_10.html,top
Striped trousers,https://us.maje.com/en/p/striped-trousers/MFPPA00678_0103.html,trousers
Wool and cashmere mittens,https://us.maje.com/en/p/wool-and-cashmere-mittens/MFABO00391_0101.html,mittens
Striped zip-up sweatshirt,https://us.maje.com/en/p/striped-zip-up-sweatshirt/MFPSW00185_0103.html,sweatshirt
Cargo trousers,https://us.maje.com/en/p/cargo-trousers/MFPPA00651_0103.html,trousers
Wool and cashmere mittens,https://us.maje.com/en/p/wool-and-cashmere-mittens/MFABO00391_0067.html,mittens
Short satin skirt,https://us.maje.com/en/p/short-satin-skirt/MFPJU01295_2517.html,skirt
Wide-leg cotton trousers,https://us.maje.com/en/p/wide-leg-cotton-trousers/MFPPA00643_G017.html,trousers
Velvet knit cardigan,https://us.maje.com/en/p/velvet-knit-cardigan/MFPCA00527_2523.html,cardigan
Belted long shirt,https://us.maje.com/en/p/belted-long-shirt-/MFPCM00589_0103.html,shirt
Silk tank top,https://us.maje.com/en/p/silk-tank-top-/MFPTO01035_10.html,top
Silk tank top,https://us.maje.com/en/p/silk-tank-top-/MFPTO01035_2517.html,top
Cotton T-shirt,https://us.maje.com/en/p/cotton-t-shirt/MFPTS00875_10.html,t-shirt
Diamond pattern knitted cardigan,https://us.maje.com/en/p/diamond-pattern-knitted-cardigan/MFPCA00514_0101.html,cardigan
Trompe-l’œil shorts in crêpe fabric,https://us.maje.com/en/p/trompe-l%E2%80%99-il-shorts-in-crepe-fabric/MFPSH00319_2517.html,shorts
Wide belted trousers,https://us.maje.com/en/p/wide-belted-trousers/MFPPA00290_2517.html,trousers
Double-faced faux fur coat,https://us.maje.com/en/p/double-faced-faux-fur-coat/MFPOU00849_0103.html,coat
Short two-tone coat,https://us.maje.com/en/p/short-two-tone-coat/MFPOU01103_0505.html,coat
Short two-tone coat,https://us.maje.com/en/p/short-two-tone-coat/MFPOU01103_0067.html,coat
Short fake fur coat,https://us.maje.com/en/p/short-fake-fur-coat/MFPOU01134_0101.html,coat
Silk satin and lace top,https://us.maje.com/en/p/silk-satin-and-lace-top/MFPTO00912_10.html,top
Silk satin and lace top,https://us.maje.com/en/p/silk-satin-and-lace-top/MFPTO00912_2517.html,top
Long sequinned dress,https://us.maje.com/en/p/long-sequinned-dress/MFPRO03197_2517.html,dress
Beaded top,https://us.maje.com/en/p/beaded-top/MFPTO01007_0101.html,top
Lamé T-shirt,https://us.maje.com/en/p/lame-t-shirt/MFPTS00807_0500.html,t-shirt
Slit trousers,https://us.maje.com/en/p/slit-trousers/MFPPA00686_2517.html,trousers
Rib knit tank top,https://us.maje.com/en/p/rib-knit-tank-top/MFPTS00872_10.html,top
Rib knit tank top,https://us.maje.com/en/p/rib-knit-tank-top/MFPTS00872_2517.html,top
Leather biker-style jacket,https://us.maje.com/en/p/leather-biker-style-jacket/MFPBL00588_2517.html,jacket
Leather trousers,https://us.maje.com/en/p/leather-trousers/MFPPA00572_G005.html,trousers
Black belted baggy jeans,https://us.maje.com/en/p/black-belted-baggy-jeans/MFPJE00627_2517.html,jeans
Black denim-effect mini skirt,https://us.maje.com/en/p/black-denim-effect-mini-skirt/MFPJU01250_2517.html,skirt
Embroidered flared jeans,https://us.maje.com/en/p/embroidered-flared-jeans/MFPJE00404_0201.html,jeans
"Jeans with pockets, flared at the bottom",https://us.maje.com/en/p/jeans-with-pockets--flared-at-the-bottom/MFPJE00453_2517.html,bottom
Straight-cut jeans,https://us.maje.com/en/p/straight-cut-jeans/MFPJE00352_0201.html,jeans
Striped knit cardigan,https://us.maje.com/en/p/striped-knit-cardigan/MFPCA00512_D009.html,cardigan
Knitted crop top with straps,https://us.maje.com/en/p/knitted-crop-top-with-straps/MFPTO00696_2517.html,straps
Openwork knit bodysuit,https://us.maje.com/en/p/openwork-knit-bodysuit/MFPBD00017_2517.html,bodysuit
Short patterned knit dress,https://us.maje.com/en/p/short-patterned-knit-dress/MFPRO03419_O001.html,dress
Knit crop top,https://us.maje.com/en/p/knit-crop-top/MFPTO01000_0101.html,top
Sleeveless knit jumper,https://us.maje.com/en/p/sleeveless-knit-jumper/MFPPU00736_0101.html,jumper
Ruffled maxi dress,https://us.maje.com/en/p/ruffled-maxi-dress/MFPRO03144_0103.html,dress
Silk satin and lace top,https://us.maje.com/en/p/silk-satin-and-lace-top/MFPTO00548_0101.html,top
Fancy T-shirt,https://us.maje.com/en/p/fancy-t-shirt/MFPTS00876_2517.html,t-shirt
Rhinestone XL jeans,https://us.maje.com/en/p/rhinestone-xl-jeans/MFPJE00558_0201.html,jeans
Sequin maxi skirt,https://us.maje.com/en/p/sequin-maxi-skirt/MFPJU01183_2517.html,skirt
Wide-leg jeans with chain-link belt,https://us.maje.com/en/p/wide-leg-jeans-with-chain-link-belt/MFPJE00663_0505.html,belt
Embroidered ramie blouse,https://us.maje.com/en/p/embroidered-ramie-blouse/MFPCM00530_10.html,blouse
Belted suit jacket,https://us.maje.com/en/p/belted-suit-jacket/MFPVE00614_2517.html,jacket
White silk shirt,https://us.maje.com/en/p/white-silk-shirt/MFPCM00114_10.html,shirt
Cotton and silk ribbed top,https://us.maje.com/en/p/cotton-and-silk-ribbed-top/MFPPU00846_0101.html,top
Belted jacket,https://us.maje.com/en/p/belted-jacket/MFPVE00489_0101.html,jacket
Short metallic dress,https://us.maje.com/en/p/short-metallic-dress/MFPRO03620_J026.html,dress
Black slim-fit trousers with slits,https://us.maje.com/en/p/black-slim-fit-trousers-with-slits/MFPPA00457_2517.html,trousers
Belted shiny tweed jacket,https://us.maje.com/en/p/belted-shiny--tweed-jacket/MFPVE00371_2517.html,jacket
Knit maxi dress,https://us.maje.com/en/p/knit-maxi-dress/MFPRO03783_0505.html,dress
Satin-effect ruffled midi dress,https://us.maje.com/en/p/satin-effect-ruffled-midi-dress/MFPRO03141_0020.html,dress
Knit cardigan,https://us.maje.com/en/p/knit-cardigan/MFPCA00591_0101.html,cardigan
Long satin dress,https://us.maje.com/en/p/long-satin-dress/MFPRO03069_0101.html,dress
Long satin dress,https://us.maje.com/en/p/long-satin-dress/MFPRO03069_2517.html,dress
Suit jacket,https://us.maje.com/en/p/suit-jacket/MFPVE00570.html,jacket
